NettingSetId,NettingName,NettingType,CounterpartyId,Collateral,MTA,InputCurrency
206_I_IM CSD Eng,VM CSA NY,Margined,cpty28,20000,50000,USD
11823_A_Unmargined,VM CSA Eng,Margined,cpty29,-1623551,250000,EUR
593_B_VM CSA NY,VM CSA Eng,Margined,cpty30,34061,250000,EUR
2068_A_CSA,CSA,Margined,cpty31,-6350000,500000,USD
623_C_CSA,VM CSA Eng,Margined,cpty32,17223260,250000,EUR
206_B_CSA,CSA,Margined,cpty33,-2810000,250000,USD
367_A_Unmargined,VM CSA NY,Margined,cpty34,370000,250000,USD
1378_B_CSA,CSA,Margined,cpty35,-14250000,500000,USD
1466_F_VM CSA NY,CSA,Margined,cpty36,0,100000,USD
593_A_Unmargined,CSA,Margined,cpty37,4400000,475000,USD
9420_A_Unmargined,No Calls,Margined,cpty38,736,50000,USD
440_A_CSA,CSA,Margined,cpty39,3066142,1000000,USD
598_A_Unmargined,No Calls,Margined,cpty40,1055,250000,USD
212_B_CSA,CSA,Margined,cpty41,-640000,500000,USD
2158_B_CSA,VM CSA Eng,Margined,cpty42,-410000,250000,USD
2400_A_CSA,CSA,Margined,cpty43,634258,150000,USD
249_A_CC_Swap Clear (LCH),CSA,Margined,cpty44,-1450000,500000,USD
4503_A_Unmargined,VM CSA Eng,Margined,cpty45,210000,250000,USD
2387_A_Unmargined,VM CSA Eng,Margined,cpty46,1487309,250000,EUR
200_C_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty47,-20000,250000,USD
260_B_CSA,VM CSA NY,Margined,cpty48,1420000,50000,USD
2805_A_CSA,VM CSA NY,Margined,cpty49,70000,50000,USD
1951_A_CSA,VM CSA NY,Margined,cpty50,130000,50000,USD
10459_A_VM CSA Eng,VM CSA NY,Margined,cpty51,90000,50000,USD
11936_A_CSA,VM CSA NY,Margined,cpty52,320000,25000,USD
12454_A_Unmargined,VM CSA Eng,Margined,cpty53,120000,100000,USD
2310_A_Unmargined,CSA,Margined,cpty54,-73809006,100000,USD
477_B_CSA,VM CSA Eng,Margined,cpty55,169741,125000,GBP
1843_A_CSA,VM CSA Eng,Margined,cpty56,-50000,50000,USD
2115_A_Unmargined,VM CSA NY,Margined,cpty57,100000,250000,USD
1382_E_CSA,VM CSA Eng,Margined,cpty58,170000,20000,USD
2137_D_CSA,CSA,Margined,cpty59,-21040000,250000,USD
6593_A_Unmargined,CSA,Margined,cpty60,-14532480,500000,EUR
530_B_CSA,CSA,Margined,cpty61,674173,2500000,INR
2926_A_Unmargined,VM CSA Eng,Margined,cpty62,-190000,250000,USD
559_B_CSA,VM CSA NY,Margined,cpty63,-1070000,100000,USD
13370_A_Unmargined,CSA,Margined,cpty64,-4150000,100000,USD
223_A_CSA,VM CSA Eng,Margined,cpty65,7230000,0,USD
460_A_VM CSA Eng,CSA,Margined,cpty66,10000,250000,USD
8134_A_Unmargined,VM CSA Eng,Margined,cpty67,350000,250000,USD
10034_A_Unmargined,CSA,Margined,cpty68,53,250000,USD
1865_A_CSA,VM CSA Eng,Margined,cpty69,14590000,250000,USD
492_A_Unmargined,CSA,Margined,cpty70,309480,2500000,INR
523_A_Unmargined,VM CSA Eng,Margined,cpty71,-430000,250000,USD
584_B_CC_Swap Clear (LCH),CSA,Margined,cpty72,2140000,250000,USD
10456_A_Unmargined,CSA,Margined,cpty73,1000000,250000,USD
768_A_Unmargined,VM CSA Eng,Margined,cpty74,170303,250000,EUR
14726_B_CSA,VM CSA Eng,Margined,cpty75,140000,100000,USD
1731_A_Unmargined,CSA,Margined,cpty76,0,150000,USD
2226_B_CSA,VM CSA Eng,Margined,cpty77,0,100000,USD
4192_A_VM CSA Eng,VM CSA Eng,Unmargined,cpty78,620000,100000,USD
2063_A_VM CSA Eng,CSA,Unmargined,cpty79,1730000,75000,USD
850_A_CSA,CSA,Unmargined,cpty13,262859,7500000,TWD
280_B_CSA,VM CSA Eng,Unmargined,cpty14,-20000,50000,USD
286_B_CSA,VM CSA Eng,Unmargined,cpty15,-3627912,400000,EUR
5412_A_Unmargined,VM CSA NY,Unmargined,cpty16,470000,250000,USD
287_A_VM CSA Eng,VM CSA Eng,Unmargined,cpty17,-720330,250000,USD
320_A_Unmargined,VM CSA NY,Unmargined,cpty18,-70000,25000,USD
481_A_Unmargined,VM CSA NY,Unmargined,cpty19,310000,25000,USD
698_B_CSA,VM CSA NY,Unmargined,cpty20,-250000,25000,USD
7960_A_CSA,VM CSA NY,Unmargined,cpty21,30000,250000,USD
207_B_CSA,VM CSA Eng,Unmargined,cpty22,6061634,250000,USD
1984_A_Unmargined,VM CSA Eng,Unmargined,cpty23,-681210,250000,EUR
518_C_CSA,VM CSA Eng,Unmargined,cpty24,-809534,150000,GBP
456_A_Unmargined,VM CSA Eng,Unmargined,cpty25,2940557,250000,EUR
16047_C_CSM,VM CSA NY,Unmargined,cpty26,-670000,250000,USD
259_B_CSA,VM CSA NY,Unmargined,cpty27,90000,250000,USD
599_A_CSA,VM CSA NY,Unmargined,cpty28,310000,250000,USD
233_A_Unmargined,CSA,Unmargined,cpty29,-1940000,500000,USD
306_A_Unmargined,VM CSA Eng,Unmargined,cpty30,350000,250000,USD
801_B_CSA,VM CSA Eng,Unmargined,cpty31,-261131,250000,EUR
10183_B_VM CSA Eng,VM CSA Eng,Unmargined,cpty32,7047520,150000,USD
11299_B_CC_Swap Clear (LCH),CSA,Margined,cpty33,234,100000,USD
1566_A_Unmargined,VM CSA Eng,Margined,cpty34,-567675,25000,EUR
10911_A_Unmargined,VM CSA Eng,Margined,cpty35,16530000,400000,USD
2760_A_Unmargined,VM CSA NY,Margined,cpty36,-2570000,300000,USD
2956_A_Unmargined,VM CSA Eng,Margined,cpty37,560000,250000,USD
16_C_IM CSD Eng,VM CSA Eng,Margined,cpty38,350000,100000,USD
6086_A_Unmargined,VM CSA Eng,Margined,cpty39,136242,50000,EUR
2249_A_Unmargined,No Calls,Margined,cpty40,0,250000,USD
9499_A_Unmargined,VM CSA Eng,Margined,cpty41,110000,100000,USD
1487_A_VM CSA Eng,CSA,Margined,cpty42,0,100000,USD
1352_A_CSA,CSA,Margined,cpty43,0,100000,USD
3933_B_CC_Swap Clear (LCH),CSA,Margined,cpty44,11852723,1000000,USD
754_B_CSA,VM CSA NY,Margined,cpty45,160000,50000,USD
801_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty46,60000,50000,USD
1092_C_CSA,VM CSA Eng,Unmargined,cpty47,770000,250000,USD
10634_A_Unmargined,CSA,Margined,cpty48,18560349,250000,USD
1656_A_Unmargined,VM CSA Eng,Margined,cpty49,-18167054,100000,USD
3281_A_Unmargined,VM CSA NY,Margined,cpty50,50000,15000,USD
3492_A_Unmargined,VM CSA NY,Margined,cpty51,110000,10000,USD
7131_A_Unmargined,VM CSA NY,Margined,cpty52,40000,10000,USD
892_A_Unmargined,VM CSA NY,Margined,cpty53,-310000,250000,USD
13179_A_Unmargined,VM CSA NY,Margined,cpty54,970000,50000,USD
12237_A_Unmargined,VM CSA Eng,Margined,cpty55,760000,200000,USD
499_A_Unmargined,VM CSA NY,Margined,cpty56,-1280000,250000,USD
17590_A_Unmargined,VM CSA NY,Margined,cpty57,-1400000,250000,USD
544_D_CSA,VM CSA NY,Margined,cpty58,-1920000,250000,USD
648_B_VM CSA Eng,VM CSA NY,Margined,cpty59,-1030000,250000,USD
75_A_Unmargined,VM CSA Eng,Margined,cpty60,30000,250000,USD
1607_A_Unmargined,VM CSA Eng,Margined,cpty61,40000,10000,USD
1842_A_Unmargined,VM CSA NY,Margined,cpty62,-1101000,250000,USD
2452_A_VM CSA Eng,VM CSA NY,Margined,cpty63,-10000,10000,USD
691_B_VM CSA Eng,VM CSA NY,Margined,cpty64,10000,10000,USD
994_A_Unmargined,VM CSA Eng,Margined,cpty65,2282054,10000,EUR
1347_A_CSA,CSA,Margined,cpty66,-13750000,500000,USD
1602_A_VM CSA Eng,VM CSA Eng,Margined,cpty67,1464602,250000,EUR
15061_A_CSA,VM CSA NY,Margined,cpty68,80000,25000,USD
2000_A_CSA,VM CSA NY_2,Margined,cpty69,-224360,25000,USD
2982_A_Unmargined,VM CSA Eng,Margined,cpty70,105337,1200000,ZAR
722_A_Unmargined,VM CSA NY,Margined,cpty71,60000,50000,USD
761_A_CSA,VM CSA Eng,Margined,cpty72,2260000,400000,USD
13715_A_CSA,VM CSA Eng,Margined,cpty73,-520000,250000,USD
2997_A_Unmargined,CSA,Margined,cpty74,32227772,100000,USD
175_I_IM CSA NY,CSA,Margined,cpty75,438301,100000,USD
4892_A_Unmargined,VM CSA Eng,Margined,cpty76,1570000,100000,USD
646_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty77,-7900000,250000,USD
267_H_VM CSA NY,VM CSA NY,Margined,cpty78,-29915,50000,USD
10725_A_Unmargined,CSA,Margined,cpty79,341086,100000,USD
4828_A_Unmargined,VM CSA Eng,Margined,cpty13,1420000,100000,USD
5233_A_Unmargined,VM CSA NY,Margined,cpty14,-460000,50000,USD
5341_A_Unmargined,VM CSA Eng,Margined,cpty15,465494,50000,EUR
6422_A_Unmargined,VM CSA Eng,Margined,cpty16,2990000,250000,USD
157_A_CSA,CSA,Margined,cpty17,-2740339,1000000,USD
204_A_Unmargined,CSA,Margined,cpty18,-21940585,500000,USD
2150_A_CC_Swap Clear (LCH),CSA,Margined,cpty19,20563075,400000,USD
769_A_CSA,VM CSA NY,Margined,cpty20,797628,400000,USD
816_A_Unmargined,VM CSA Eng,Margined,cpty21,-601000,100000,USD
855_A_Unmargined,VM CSA NY,Margined,cpty22,-6003994,250000,USD
1763_A_Unmargined,VM CSA NY,Margined,cpty23,-843666,250000,USD
1080_A_Unmargined,VM CSA NY,Margined,cpty24,3300343,250000,USD
1279_B_VM CSA Eng,VM CSA NY,Margined,cpty25,1489312,500000,USD
4413_B_VM CSA NY,VM CSA NY,Margined,cpty26,54759970,500000,USD
6041_A_Unmargined,CSA,Margined,cpty27,0,3000000,USD
2625_A_Unmargined,VM CSA NY,Margined,cpty28,3088899,250000,USD
861_B_CSA,VM CSA NY,Margined,cpty29,0,250000,USD
2209_A_VM CSA Eng,VM CSA NY,Margined,cpty30,8354904,500000,USD
1596_B_VM CSA Eng,CSA,Margined,cpty31,662264,3000000,USD
17756_A_Unmargined,CSA,Margined,cpty32,6187,200000,USD
645_A_Unmargined,VM CSA NY,Margined,cpty33,-272204,250000,USD
1522_B_CSA,VM CSA NY,Margined,cpty34,2141385,400000,USD
3148_A_Unmargined,VM CSA NY,Margined,cpty35,69304919,250000,USD
4279_A_Unmargined,VM CSA NY,Margined,cpty36,408857,250000,USD
10742_A_Unmargined,VM CSA NY,Margined,cpty37,10189775,250000,USD
2102_A_Unmargined,CSA,Margined,cpty38,628933,100000,USD
1285_A_Unmargined,VM CSA NY,Margined,cpty39,-64022333,250000,USD
1526_B_VM CSA Eng,CSA,Margined,cpty40,1689994,500000,USD
17575_A_Unmargined,VM CSA NY,Margined,cpty41,-43542409,400000,USD
12050_A_Unmargined,VM CSA NY,Margined,cpty42,2926159,500000,USD
2318_A_Unmargined,CSA,Margined,cpty43,-29950000,500000,USD
2583_A_Unmargined,CSA,Margined,cpty44,0,100000,USD
461_A_VM CSA Eng,VM CSA NY,Margined,cpty45,268976,250000,USD
222_A_Unmargined,CSA,Margined,cpty46,34080172,500000,USD
1525_B_VM CSA NY,VM CSA NY,Margined,cpty47,4972384,500000,USD
1813_A_VM CSA Eng,VM CSA NY,Margined,cpty48,1153381,500000,USD
10483_A_Unmargined,VM CSA NY,Margined,cpty49,-562408,500000,USD
2231_A_Unmargined,VM CSA NY,Margined,cpty50,-5868877,250000,USD
1877_A_Unmargined,VM CSA NY,Margined,cpty51,11798357,400000,USD
3431_B_CSA,VM CSA NY,Margined,cpty52,625484,500000,USD
762_A_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty53,2161315,500000,USD
285_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty54,-9928007,200000,CHF
1988_A_Unmargined,VM CSA Eng_2,Margined,cpty55,-2330000,400000,USD
14650_B_CSA,VM CSA NY,Margined,cpty56,7449030,500000,USD
170_A_CSA,CSA,Margined,cpty57,3339048,250000,USD
3668_A_Unmargined,CSA,Margined,cpty58,0,50000,USD
847_C_VM CSA Eng,VM CSA NY,Margined,cpty59,15351157,400000,USD
535_B_CSA,VM CSA NY,Margined,cpty60,1365974,250000,USD
761_B_VM CSA NY,VM CSA NY,Margined,cpty61,-16370000,200000,USD
17749_A_Unmargined,VM CSA NY,Margined,cpty62,-5432265,250000,USD
14870_A_Unmargined,VM CSA NY,Margined,cpty63,-87079451,100000,USD
741_B_CSA,VM CSA NY,Margined,cpty64,-6414163,250000,USD
200_D_VM CSA Eng,CSA,Margined,cpty65,-4490162,1000000,USD
648_E_VM CSA NY,VM CSA Eng,Margined,cpty66,13220000,100000,USD
18_B_CSA,VM CSA NY,Margined,cpty67,-9040000,250000,USD
25_A_Unmargined,CSA,Margined,cpty68,-3793659,250000,USD
8438_A_Unmargined,VM CSA NY,Margined,cpty69,-22110000,250000,USD
582_A_CSA,VM CSA NY,Margined,cpty70,870000,0,USD
149_B_CSA,VM CSA NY,Margined,cpty71,-2820000,100000,USD
3070_A_Unmargined,CSA,Margined,cpty72,30060000,250000,USD
14_A_Unmargined,VM CSA NY,Margined,cpty73,570000,0,USD
18038_A_Unmargined,VM CSA Eng,Margined,cpty74,-5480000,250000,USD
11934_A_Unmargined,CSA,Margined,cpty75,-359844431,1000000,USD
271_E_CSA,CSA,Margined,cpty76,-2700000,1000000,USD
5559_A_Unmargined,CSA,Margined,cpty77,3700000,500000,USD
2275_A_CSA,VM CSA NY,Margined,cpty78,-29024599,300000,USD
2724_A_Unmargined,VM CSA NY,Margined,cpty79,-5179203,250000,USD
1799_A_CSA,VM CSA NY,Margined,cpty13,-19383202,200000,USD
526_B_IM CSD Eng,CSA,Margined,cpty14,2910000,500000,USD
1527_B_CSA,CSA_2,Margined,cpty15,-827325,500000,USD
1541_A_CSA,VM CSA NY,Margined,cpty16,-8880000,0,USD
2639_A_Unmargined,CSA,Margined,cpty17,-1510000,100000,USD
6610_A_CSA,CSA_2,Margined,cpty18,14908207,100000,USD
2578_A_Unmargined,VM CSA NY,Margined,cpty19,-28190000,0,USD
5073_A_VM CSA Eng,CSA,Margined,cpty20,1220000,1000000,USD
8850_A_Unmargined,CSA,Margined,cpty21,2000000,30000,USD
315_A_Unmargined,CSA,Margined,cpty22,11180000,1000000,USD
11939_A_Unmargined,VM CSA NY,Margined,cpty23,-12980000,250000,USD
1600_A_CSA,VM CSA NY,Margined,cpty24,-4229957,250000,USD
9073_A_VM CSA Eng,VM CSA NY,Margined,cpty25,-2710000,250000,USD
606_G_IM CSD Eng,VM CSA NY,Margined,cpty26,-9989288,250000,USD
1605_A_Unmargined,VM CSA NY,Margined,cpty27,70840000,100000,USD
6112_A_Unmargined,CSA,Margined,cpty28,4532980,500000,USD
2829_A_Unmargined,VM CSA Eng,Margined,cpty29,-310000,25000,USD
7099_A_Unmargined,VM CSA Eng,Margined,cpty30,-34061,25000,EUR
864_A_Unmargined,VM CSA NY,Margined,cpty31,-10000,20000,USD
5721_A_Unmargined,CSA,Margined,cpty32,535321783,1000000,USD
12207_A_Unmargined,CSA,Margined,cpty33,-96847145,1000000,USD
17956_B_CC_Swap Clear (LCH),VM CSA NY,Margined,cpty34,-46390000,0,USD
3646_A_Unmargined,VM CSA Eng,Margined,cpty35,1158057,250000,EUR
4973_A_Unmargined,VM CSA NY,Margined,cpty36,2321599,250000,USD
7042_A_Unmargined,VM CSA NY,Margined,cpty37,330949,250000,USD
6609_A_Unmargined,VM CSA NY,Margined,cpty38,1296053,250000,USD
17246_A_CSA,VM CSA NY,Margined,cpty39,2382000,250000,USD
3_B_VM CSA NY,CSA,Margined,cpty40,547383,250000,USD
2210_A_Unmargined,VM CSA NY,Margined,cpty41,420000,250000,USD
2075_B_VM CSA Eng,VM CSA Eng,Margined,cpty42,80000,25000,USD
2304_B_VM CSA NY,VM CSA Eng,Margined,cpty43,65782179,0,EUR
2075_C_VM CSA Eng,VM CSA Eng,Margined,cpty44,10000,50000,USD
2636_A_Unmargined,VM CSA Eng,Margined,cpty45,40000,25000,USD
1941_B_CSA,VM CSA NY,Margined,cpty46,70000,50000,USD
5058_A_CSA,VM CSA NY,Margined,cpty47,-50000,50000,USD
2655_A_Unmargined,VM CSA Eng,Margined,cpty48,692564,250000,EUR
2735_A_Unmargined,VM CSA NY,Margined,cpty49,170000,50000,USD
5078_A_CSA,VM CSA Eng,Margined,cpty50,-476847,25000,EUR
10690_A_CSA,VM CSA NY,Margined,cpty51,160000,150000,USD
313_A_Unmargined,VM CSA NY,Margined,cpty52,-30352,50000,USD
12293_A_Unmargined,VM CSA NY,Margined,cpty53,-2420000,250000,USD
15148_A_Unmargined,VM CSA Eng,Margined,cpty54,-1890000,250000,USD
15150_A_Unmargined,VM CSA NY,Margined,cpty55,310000,250000,USD
6655_A_Unmargined,VM CSA NY,Margined,cpty56,-101198,50000,USD
12407_A_Unmargined,No Calls,Margined,cpty57,810000,250000,USD
4674_A_Unmargined,VM CSA Eng,Margined,cpty58,440000,100000,USD
8256_A_Unmargined,VM CSA NY,Margined,cpty59,980554,50000,USD
866_A_VM CSA Eng,VM CSA Eng,Margined,cpty60,-10000,250000,USD
17464_A_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty61,21230814,100000,USD
3116_A_Unmargined,VM CSA NY,Margined,cpty62,60000,50000,USD
12671_A_Unmargined,VM CSA NY,Margined,cpty63,264000,250000,USD
12673_A_Unmargined,VM CSA Eng,Margined,cpty64,-3190000,250000,USD
12675_A_Unmargined,VM CSA Eng,Margined,cpty65,-6330712,100000,EUR
12677_A_Unmargined,VM CSA Eng,Margined,cpty66,4680000,250000,USD
12684_A_Unmargined,VM CSA NY,Margined,cpty67,270000,250000,USD
14142_A_Unmargined,VM CSA NY,Margined,cpty68,-3950000,250000,USD
15954_A_Unmargined,VM CSA NY,Margined,cpty69,-20000,250000,USD
682_B_IM CSD Eng,CSA,Margined,cpty70,-20000,250000,USD
6573_A_Unmargined,VM CSA Eng,Margined,cpty71,740000,100000,USD
11564_A_Unmargined,VM CSA NY,Margined,cpty72,-510000,250000,USD
12449_A_Unmargined,CSA,Margined,cpty73,6470000,500000,USD
747_A_Unmargined,VM CSA Eng,Margined,cpty74,1000000,250000,USD
16135_A_Unmargined,VM CSA Eng,Margined,cpty75,-374666,50000,EUR
1532_A_Unmargined,VM CSA Eng,Margined,cpty76,8210000,250000,USD
4766_A_Unmargined,VM CSA NY,Margined,cpty77,231754,50000,USD
5936_A_Unmargined,VM CSA NY,Margined,cpty78,-9170000,500000,USD
759_B_VM CSA Eng,CSA,Margined,cpty79,-376432,250000,USD
450_A_Unmargined,VM CSA Eng,Margined,cpty13,190000,250000,USD
206_K_CSA,VM CSA NY,Margined,cpty14,278704,250000,CAD
2501_A_Unmargined,VM CSA Eng,Margined,cpty15,15994330,250000,USD
5345_A_Unmargined,VM CSA NY,Margined,cpty16,360000,250000,USD
1388_A_CSA_2,VM CSA Eng,Margined,cpty17,-664471,40000,EUR
17580_A_CSA,CSA,Margined,cpty18,1070000,1000000,USD
4506_A_CSA,VM CSA Eng,Margined,cpty19,-340000,250000,USD
552_A_CSA,VM CSA Eng,Margined,cpty20,4730000,100000,USD
1769_A_Unmargined,VM CSA Eng,Margined,cpty21,-270213,250000,USD
753_A_Unmargined,VM CSA Eng,Margined,cpty22,930987,500000,EUR
2244_A_Unmargined,VM CSA Eng,Margined,cpty23,3840000,250000,USD
3933_D_CSA,VM CSA NY,Margined,cpty24,-540000,100000,USD
9338_A_Unmargined,VM CSA Eng,Margined,cpty25,65285,0,GBP
16008_A_VM CSA Eng,VM CSA Eng,Margined,cpty26,3800000,250000,USD
673_B_VM CSA Eng,VM CSA Eng,Margined,cpty27,1556477,25000000,JPY
4831_A_Unmargined,VM CSA Eng,Margined,cpty28,210000,50000,USD
3111_A_Unmargined,VM CSA Eng,Margined,cpty29,123752,50000,EUR
10183_A_CSA,No Calls,Margined,cpty30,0,250000,USD
183_A_Unmargined,CSA,Margined,cpty31,2100398,0,EUR
645_B_CC_Swap Clear (LCH),CSA,Margined,cpty32,16057000,250000,USD
17591_A_Unmargined,VM CSA Eng,Margined,cpty33,-4095319,250000,GBP
2383_B_CSA,VM CSA Eng,Margined,cpty34,-8567736,250000,GBP
473_A_Unmargined,VM CSA Eng,Margined,cpty35,260000,250000,USD
6592_A_VM CSA Eng,VM CSA Eng,Margined,cpty36,295191,250000,EUR
2289_A_Unmargined,VM CSA Eng,Margined,cpty37,1005389,250000,GBP
531_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty38,1906322,250000,GBP
2589_A_Unmargined,VM CSA Eng,Margined,cpty39,-248083,100000,GBP
5057_A_CSA,VM CSA NY,Margined,cpty40,290000,250000,USD
9361_A_Unmargined,VM CSA Eng,Margined,cpty41,-580000,250000,USD
10866_A_Unmargined,VM CSA Eng,Margined,cpty42,1447084,5000000,JPY
2651_A_Unmargined,VM CSA Eng,Margined,cpty43,-56440000,250000,USD
1653_A_Unmargined,VM CSA Eng,Margined,cpty44,0,100000,USD
2343_A_Unmargined,VM CSA Eng,Margined,cpty45,1920000,250000,USD
7130_A_Unmargined,VM CSA NY,Margined,cpty46,-1100000,250000,USD
445_A_Unmargined,VM CSA Eng,Margined,cpty47,-380000,250000,USD
17053_A_Unmargined,VM CSA Eng,Margined,cpty48,31000,50000,USD
623_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty49,22707,0,EUR
65_A_Unmargined,VM CSA Eng,Margined,cpty50,10000,0,USD
6164_A_VM CSA NY,VM CSA Eng,Margined,cpty51,-1010000,250000,USD
8_A_VM CSA Eng,VM CSA NY,Margined,cpty52,156350,250000,USD
17300_B_CC_Swap Clear (LCH),VM CSA Eng,Margined,cpty53,102182,400000,EUR
118_A_Unmargined,VM CSA Eng,Margined,cpty54,4410000,250000,USD
217_A_Unmargined,VM CSA Eng,Margined,cpty55,476847,400000,EUR
2433_A_Unmargined,VM CSA Eng,Margined,cpty56,-624443,400000,EUR
4677_A_Unmargined,CSA,Margined,cpty57,-50000,250000,USD
1189_A_CSA,VM CSA Eng,Margined,cpty58,3865979,250000,USD
12485_A_CSA,VM CSA Eng,Margined,cpty59,0,100000,USD
15244_A_Unmargined,VM CSA NY,Margined,cpty60,310000,250000,USD
17345_A_Unmargined,VM CSA Eng,Margined,cpty61,-1770000,250000,USD
2186_A_Unmargined,VM CSA NY,Margined,cpty62,360000,250000,USD
810_A_CSA,VM CSA Eng,Margined,cpty63,-11354,0,EUR
1897_A_CSA,VM CSA Eng,Margined,cpty64,180000,0,USD
12139_A_Unmargined,CSA,Margined,cpty65,-21466622,100000,USD
15716_A_Unmargined,VM CSA Eng,Margined,cpty66,102182,250000,EUR
1941_C_VM CSA Eng,VM CSA NY,Margined,cpty67,95615,50000,USD
3445_A_Unmargined,VM CSA NY,Margined,cpty68,198384,50000,USD
3078_A_CSA,VM CSA NY,Margined,cpty69,100000,50000,USD
17032_A_Unmargined,VM CSA NY,Margined,cpty70,59630,50000,USD
2433_B_CSA,VM CSA NY,Margined,cpty71,290000,250000,USD
915_A_Unmargined,CSA,Margined,cpty72,2631298,100000,USD
17_B_VM CSA Eng,CSA,Margined,cpty73,-600000,500000,USD
3048_A_CSA,VM CSA NY,Margined,cpty74,-290000,20000,USD
1320_A_Unmargined,VM CSA NY_2,Margined,cpty75,-47864,50000,USD
5358_A_Unmargined,VM CSA Eng,Margined,cpty76,-15285846,100000,USD
1591_A_Unmargined,VM CSA Eng,Margined,cpty77,6080000,250000,USD
1114_A_Unmargined,VM CSA Eng,Margined,cpty78,124889,250000,EUR
2535_A_Unmargined,VM CSA Eng,Margined,cpty79,-1109845,150000,GBP
83_A_CSA,VM CSA NY,Margined,cpty13,237401,250000,USD
3351_A_Unmargined,VM CSA Eng,Margined,cpty14,14810000,200000,USD
9110_A_Unmargined,CSA,Margined,cpty15,10700000,250000,USD
1400_A_Unmargined,CSA,Margined,cpty16,-10700000,250000,USD
9375_A_CSA,VM CSA Eng,Margined,cpty17,390000,250000,USD
2055_A_Unmargined,VM CSA NY,Margined,cpty18,-329860,250000,USD
916_A_Unmargined,VM CSA Eng,Margined,cpty19,-1260000,250000,USD
13443_A_Unmargined,VM CSA Eng,Margined,cpty20,5960000,400000,USD
1508_A_Unmargined,VM CSA Eng,Margined,cpty21,152000,50000,USD
7497_A_Unmargined,CSA,Margined,cpty22,-300000,283775,USD
2363_A_Unmargined,VM CSA Eng,Margined,cpty23,30670000,250000,USD
8932_A_Unmargined,VM CSA Eng,Margined,cpty24,-370000,100000,USD
5056_A_Unmargined,VM CSA Eng,Margined,cpty25,-100955,0,USD
8282_A_Unmargined,VM CSA Eng,Margined,cpty26,-204000,500000,EUR
11681_A_Unmargined,VM CSA Eng,Margined,cpty27,-1391000,500000,EUR
13616_A_Unmargined,VM CSA Eng,Margined,cpty28,-2111290,500000,EUR
7204_A_Unmargined,VM CSA NY,Margined,cpty29,-271227,250000,USD
7759_A_Unmargined,VM CSA NY,Margined,cpty30,-10820000,50000,USD
1595_A_Unmargined,CSA,Margined,cpty31,31437642,100000,USD
180_A_CSA,CSA,Margined,cpty32,-14150000,0,USD
8110_A_Unmargined,CSA,Margined,cpty33,8380000,250000,USD
10726_A_Unmargined,VM CSA Eng,Margined,cpty34,-19600000,400000,USD
6222_A_Unmargined,VM CSA Eng,Margined,cpty35,-1078583,250000,EUR
7782_A_Unmargined,VM CSA Eng,Margined,cpty36,290000,250000,USD
3735_A_CSA,VM CSA NY,Margined,cpty37,410000,250000,USD
